"성별","산업별","직업별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2",
"여자","A. 농업, 임업 및 어업","계","취업자 (천명)","","688.9","790.3","680","709","603.2","652.2","569","613.2","539.1","604.8","576.5","642.6","565.6","655.4","594","637.1","582.9",
"여자","A. 농업, 임업 및 어업","1. 관리자","취업자 (천명)","","","","","","","","","","","","","","",".2","","","",
"여자","A. 농업, 임업 및 어업","1. 관리자","C.V.","","","","","","","","","","","","","","","*","","","",
"여자","A. 농업, 임업 및 어업","2. 전문가 및 관련 종사자","취업자 (천명)","",".2",".2",".3",".1","0",".5",".3","",".3",".2",".1",".2",".2",".2","0",".1","",
"여자","A. 농업, 임업 및 어업","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","",
"여자","A. 농업, 임업 및 어업","3. 사무 종사자","취업자 (천명)","","1.9","2.7","2.9","2.9","3.5","3.9","3.5","3.2","3.3","3.3","3.8","5.4","4.1","3.8","3.3","4.4","3.8",
"여자","A. 농업, 임업 및 어업","3. 사무 종사자","C.V.","","","","","","","","","","","","","*","","","","","",
"여자","A. 농업, 임업 및 어업","4. 서비스 종사자","취업자 (천명)","",".8",".4",".4",".4",".3",".3",".3",".2",".2",".8",".5","1.2",".7",".7",".5",".4",".3",
"여자","A. 농업, 임업 및 어업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","A. 농업, 임업 및 어업","5. 판매 종사자","취업자 (천명)","",".5","1.8",".4",".8",".5",".7",".5","1.1",".8","1.2",".8",".7",".8","1",".9",".4",".4",
"여자","A. 농업, 임업 및 어업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","A. 농업, 임업 및 어업","6. 농림어업 숙련? 종사자","취업자 (천명)","","606.4","695.1","596.9","630.8","525.8","563.3","488.5","527.1","461.1","516.5","507.2","566.8","511","592.4","549.9","578.6","537.6",
"여자","A. 농업, 임업 및 어업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".2","",".1","",".1",".1",".1",".3",".1",".1","1","2.3","1","1.3","1.2",".2","1.5",
"여자","A. 농업, 임업 및 어업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","","*","","*","*","*",
"여자","A. 농업, 임업 및 어업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","","0",".1","","0",".2",".1","","",".2",".1",".2",".3",".1","0","0",".1",
"여자","A. 농업, 임업 및 어업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","A. 농업, 임업 및 어업","9. 단순노무 종사자","취업자 (천명)","","78.9","90.1","79","74","72.8","83.2","75.8","81.3","73.4","82.5","63.1","65.6","47.5","55.5","38.2","53","39.2",
"여자","B. 광업","계","취업자 (천명)","","3.1","1.5","1.4","2.5","2","2.4","2.1","2.5","2.9","4.9","3.9","1.4","1.7","2.7","2.6","2.1","2.2",
"여자","B. 광업","계","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","B. 광업","1. 관리자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","B. 광업","2. 전문가 및 관련 종사자","취업자 (천명)","","",".4",".4","","",".1","","","","","","","","","","","",
"여자","B. 광업","3. 사무 종사자","취업자 (천명)","","1.9",".7",".7","1.9","1.5","1.5","1.1","1.1","1.6","3.7","3","1.1","1.1","1.7","1.5","1.3","1.4",
"여자","B. 광업","3. 사무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","B. 광업","4. 서비스 종사자","취업자 (천명)","",".1","0","","0","","0","0","0","",".1","0","",".3",".3",".3",".2",".2",
"여자","B. 광업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","","*","*","*","*","*",
"여자","B. 광업","5. 판매 종사자","취업자 (천명)","","","","","","","0","0","0","0","","",".1","","","","","",
"여자","B. 광업","5. 판매 종사자","C.V.","","","","","","","","","","","","","*","","","","","",
"여자","B. 광업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","B. 광업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".1",".1","0",".1","0",".2",".3",".4",".5",".4",".3","0","0","0",".2",".1",".2",
"여자","B. 광업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","B. 광업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".1",".1",".1","0","0",".2","0",".1","",".2",".2",".1",".1",".2",".1",".1","0",
"여자","B. 광업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","B. 광업","9. 단순노무 종사자","취업자 (천명)","",".9",".3",".2",".4",".4",".4",".6",".9",".8",".4",".4",".1",".2",".5",".4",".4",".4",
"여자","B. 광업","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","C. 제조업","계","취업자 (천명)","","1285.5","1284.6","1316.4","1320.5","1315.2","1358.1","1300.9","1266.8","1336.1","1368.1","1289.8","1309","1279.8","1270.3","1228.8","1222.2","1268.2",
"여자","C. 제조업","1. 관리자","취업자 (천명)","","2.8","3.8","3.9","4.4","1.6","2.5","1.7",".3","1.8","1.9","3.1","5.9","7.3","5.4","3.5","5.5","6.2",
"여자","C. 제조업","1. 관리자","C.V.","","","","","","","","","","","","*","","","","*","*","",
"여자","C. 제조업","2. 전문가 및 관련 종사자","취업자 (천명)","","76.5","79.6","80.7","85.8","84","90.6","71.7","73.6","84","91.2","85.1","96","100.2","95.1","96.9","95.4","98.5",
"여자","C. 제조업","3. 사무 종사자","취업자 (천명)","","292.6","312.9","316.8","331.4","311.8","335","324.8","330.7","332.2","372.9","353.9","364.3","358.3","363","368.5","378.9","391.4",
"여자","C. 제조업","4. 서비스 종사자","취업자 (천명)","","9.5","9.8","11","10.1","11.4","17.1","14.4","13.3","12.9","11.3","10.2","10.6","12.3","12.2","10.1","12.5","11.5",
"여자","C. 제조업","5. 판매 종사자","취업자 (천명)","","22.4","18.9","19.6","21.9","19.3","24.4","20.7","17.5","24.8","29.6","18.4","24.3","26.7","29.5","26.3","22.7","23.3",
"여자","C. 제조업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".9","","0","","0","","","","","0","","","","","","","",
"여자","C. 제조업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","230.4","229.6","214.4","214.3","219.7","222.6","215.2","227.5","223.7","229","220.1","204.8","203.1","197.4","189.9","160.3","172.4",
"여자","C. 제조업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","354.5","346.7","378.4","366.9","362.4","368.7","364.8","332.6","365.1","343.9","340.2","331.3","323.8","321.4","284.6","290.9","295.1",
"여자","C. 제조업","9. 단순노무 종사자","취업자 (천명)","","295.7","283.3","291.7","285.8","305.1","297.2","287.7","271.2","291.7","288.3","258.8","272","248.1","246.3","249","256","269.7",
"여자","D. 전기, 가스, 증기 및 수도사업","계","취업자 (천명)","","12.6","9.3","10.2","12.1","13.7","13.9","14","11.8","10.7","8.7","9.8","6.9","7.3","11.3","11.4","13.2","12.7",
"여자","D. 전기, 가스, 증기 및 수도사업","1. 관리자","취업자 (천명)","",".1",".3","","","","","","","","","","","","","",".1","",
"여자","D. 전기, 가스, 증기 및 수도사업","1. 관리자","C.V.","","","","","","","","","","","","","","","","","*","",
"여자","D. 전기, 가스, 증기 및 수도사업","2. 전문가 및 관련 종사자","취업자 (천명)","","2.5","1.1","1.4","1.9","2","1.7","1.8",".7",".7",".8",".5",".6",".2",".8",".5","1.1",".5",
"여자","D. 전기, 가스, 증기 및 수도사업","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","D. 전기, 가스, 증기 및 수도사업","3. 사무 종사자","취업자 (천명)","","6.4","5.6","5.9","6.8","7.3","7.9","8.6","7.6","7.2","5.3","6.8","3.5","4.3","6.3","6.9","7","7.4",
"여자","D. 전기, 가스, 증기 및 수도사업","4. 서비스 종사자","취업자 (천명)","",".1",".2","0",".1",".1",".1","0",".1",".3",".2",".2",".5",".1",".2",".1",".3",".1",
"여자","D. 전기, 가스, 증기 및 수도사업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","D. 전기, 가스, 증기 및 수도사업","5. 판매 종사자","취업자 (천명)","",".1",".1","0",".1",".1",".1","","","",".1",".1",".2",".1",".5",".3","0","0",
"여자","D. 전기, 가스, 증기 및 수도사업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","D. 전기, 가스, 증기 및 수도사업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","","","","","","0","","","",
"여자","D. 전기, 가스, 증기 및 수도사업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","*","","","",
"여자","D. 전기, 가스, 증기 및 수도사업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","",".2",".2",".2",".4","","","","0","","","0","0",".1",".1",".1",".1",
"여자","D. 전기, 가스, 증기 및 수도사업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","*","*",
"여자","D. 전기, 가스, 증기 및 수도사업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".2","","0",".3",".4",".1",".2",".2","0",".1",".3",".3",".2",".3",".2",".3",".4",
"여자","D. 전기, 가스, 증기 및 수도사업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","D. 전기, 가스, 증기 및 수도사업","9. 단순노무 종사자","취업자 (천명)","","3.1","1.7","2.6","2.8","3.4","3.9","3.3","3.2","2.4","2.1","1.8","1.8","2.2","3.1","3.4","4.3","4.2",
"여자","D. 전기, 가스, 증기 및 수도사업","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","","","","","",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","계","취업자 (천명)","","14.7","19","15.8","18.5","20.1","19.1","14.2","14.5","19.9","23.1","21.8","23.6","20.3","23.3","21.1","27.1","29.1",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","1. 관리자","취업자 (천명)","",".3",".6",".2",".2",".3",".2","",".1",".1","","","","",".8",".3",".4",".4",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","1. 관리자","C.V.","","","","","","","","","","","","","","","*","*","*","*",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","2. 전문가 및 관련 종사자","취업자 (천명)","",".9","2","1.4","1.6",".7",".7",".5","1.6","1.8","1.3",".3",".8",".4",".3",".2",".4","1",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","3. 사무 종사자","취업자 (천명)","","8.2","8.8","8.7","11.4","13.5","11.6","8.6","8.5","11.6","13.4","13.2","13.4","12.6","12.4","11.6","15.2","16.8",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","4. 서비스 종사자","취업자 (천명)","",".7",".9",".6",".4",".5",".6",".5",".3",".3",".4",".6",".5",".5",".5",".4",".4",".4",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","5. 판매 종사자","취업자 (천명)","","","0","0","0","0","0","0",".1",".1","0",".1","",".2",".3",".2","","",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","","*","*","*","","",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","","","","","0","","","","",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","*","","","","",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".1",".1",".1",".1",".1",".1","","0","","",".1","","",".3",".4",".3",".2",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","","","*","*","*","*",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","1",".6",".4",".4",".6",".4",".2",".2",".5","1.3",".6",".4",".2",".6",".9",".7","1",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","E. 하수 · 폐기물 처리, 원료재생 및 환경복원업","9. 단순노무 종사자","취업자 (천명)","","3.5","5.8","4.4","4.3","4.5","5.5","4.4","3.7","5.6","6.6","6.9","8.5","6.4","8.2","7.1","9.7","9.2",
"여자","F. 건설업","계","취업자 (천명)","","138.5","151.1","154","152.9","157.8","151.5","143.6","154.5","176.8","182.5","213.3","207.3","194.5","201.9","208.6","199.3","212.5",
"여자","F. 건설업","1. 관리자","취업자 (천명)","",".7",".6","1",".3",".3",".3",".1",".1",".5",".1",".9","1.9","2.2",".6",".7",".8","2",
"여자","F. 건설업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","F. 건설업","2. 전문가 및 관련 종사자","취업자 (천명)","","10.4","11.3","13.3","12.6","8.5","10.1","13.5","13","12.6","14.2","18.3","17.5","19.8","21.3","20","17.6","20.3",
"여자","F. 건설업","3. 사무 종사자","취업자 (천명)","","80.6","90.7","98.7","95.6","103.5","98.1","93.9","97.8","110.3","106.9","123.6","121.3","117.1","122.2","128.4","126.7","134",
"여자","F. 건설업","4. 서비스 종사자","취업자 (천명)","",".4",".2",".4","1.3",".7",".8","1.1","1.3",".9","1","1","1",".4",".2",".5",".5",".5",
"여자","F. 건설업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","F. 건설업","5. 판매 종사자","취업자 (천명)","","1.6","3.4","2.6","2.8","2.7","3.2","3.6","2.5","2.4","2.8","3.5","5","5.3","4.4","5.3","2.7","2.8",
"여자","F. 건설업","5. 판매 종사자","C.V.","","","","","","","","","","","","","","","","","*","",
"여자","F. 건설업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".5",".2",".4",".2","","","","0",".2",".1","","0",".6","1.1","1",".5",".3",
"여자","F. 건설업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","*","*","*","*","*","*",
"여자","F. 건설업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","20.4","22.1","19.9","21.4","23.2","19.8","17.9","23","27.1","29.1","32.7","30","25.7","27","26.4","26.3","25.8",
"여자","F. 건설업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".7",".6","1",".5",".7",".7",".6",".6",".9","1.8","1.6",".9",".4",".9","1.1","1.4","1.2",
"여자","F. 건설업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","F. 건설업","9. 단순노무 종사자","취업자 (천명)","","23.1","22.1","16.6","18.2","18","18.5","12.9","16.2","21.8","26.6","31.6","29.7","23.1","24.2","25.1","22.8","25.6",
"여자","G. 도매 및 소매업","계","취업자 (천명)","","1633.3","1689","1687.9","1754.7","1771.8","1757","1710","1722.4","1757.4","1747.4","1719.5","1690.4","1675.8","1661.8","1621","1577.7","1534.4",
"여자","G. 도매 및 소매업","1. 관리자","취업자 (천명)","","2.8","2.6","2.9","2.4","1.6","3.9","1.3","1.9","1.7","2.2","2.4","2.5",".9","1.5","3.2","2.2","3.2",
"여자","G. 도매 및 소매업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","G. 도매 및 소매업","2. 전문가 및 관련 종사자","취업자 (천명)","","54.8","63.7","58.5","64.3","72.9","72.8","64.2","69.1","71","78.3","75.9","76.4","69.7","75.9","73.8","75.1","67.2",
"여자","G. 도매 및 소매업","3. 사무 종사자","취업자 (천명)","","299","313.3","314.6","332.2","340.8","333.7","342.3","353.1","355.8","358.6","362.9","358.7","367","371.2","363.9","356.6","338.1",
"여자","G. 도매 및 소매업","4. 서비스 종사자","취업자 (천명)","","12","8.3","6.5","7.3","7.9","11.8","8.9","13.3","10","11.7","9.3","10.2","9.1","9.6","9.3","8.5","5.3",
"여자","G. 도매 및 소매업","5. 판매 종사자","취업자 (천명)","","1083","1125.2","1135.7","1169","1160.5","1149.8","1112.3","1107.9","1142","1094.6","1082","1071.9","1051.4","1034.9","997.3","961.1","954.4",
"여자","G. 도매 및 소매업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1",".2","0",".1",".1","",".1",".1",".2",".4",".3","0",".1",".2",".3","0",".1",
"여자","G. 도매 및 소매업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","G. 도매 및 소매업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","14.2","14.4","12.5","12","14.1","17.6","17.2","17.9","18.7","21.5","17.6","17.1","17.5","17.8","16.9","15.8","14.5",
"여자","G. 도매 및 소매업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","2.2","1.4","2.1","1.7","2.3","2.1","2.2","2.3","1.5","3.4","1.9","1.9","3.8","2.3","1.7","1.5","1.9",
"여자","G. 도매 및 소매업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","","*","*","*","*",
"여자","G. 도매 및 소매업","9. 단순노무 종사자","취업자 (천명)","","165.2","160","155","165.8","171.6","165.3","161.6","156.8","156.5","176.7","167.1","151.8","156.3","148.3","154.5","156.9","149.7",
"여자","H. 운수업","계","취업자 (천명)","","133.8","131.1","132.3","138.5","134","148.6","154.7","144.3","151.5","146.4","142.4","147.2","162.6","177.8","179.7","195.2","191.1",
"여자","H. 운수업","1. 관리자","취업자 (천명)","",".4",".5",".3",".1",".3","1",".2","0","",".6",".6",".7","1","2.1","1",".9",".4",
"여자","H. 운수업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","H. 운수업","2. 전문가 및 관련 종사자","취업자 (천명)","","2.8","2.8","2.1","1.1",".9","2.2","1.6","1.7","2.3",".8","1.6","2","2","2.3","2.6","5","3.6",
"여자","H. 운수업","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","","",
"여자","H. 운수업","3. 사무 종사자","취업자 (천명)","","67.3","65.7","65.7","69.7","69.6","74.1","80.4","73","76.3","73.5","72.5","73.8","82.1","90.3","87.4","94.5","92.8",
"여자","H. 운수업","4. 서비스 종사자","취업자 (천명)","","10","12.7","12.1","11.5","11.6","9.9","10","10.8","12","12.1","12.8","10.7","13.1","13.4","15.5","12.8","11.7",
"여자","H. 운수업","5. 판매 종사자","취업자 (천명)","","10","11.4","11.7","9.4","10.7","10.4","10","10.5","10.8","8.9","9.3","9.9","11.8","12","13","11.2","11.3",
"여자","H. 운수업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","H. 운수업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".5",".2",".1",".1",".2",".9",".3",".6","1.4",".3",".7","1.1",".6",".9","1.1","1.6",".2",
"여자","H. 운수업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","H. 운수업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","8.4","8.7","7.3","8.5","7.4","9.2","9.8","8","7","8.3","9.2","7.3","8.5","9.4","9.3","10.7","10.4",
"여자","H. 운수업","9. 단순노무 종사자","취업자 (천명)","","34.4","29.2","32.9","38.1","33.3","41","42.3","39.6","41.7","41.9","35.7","41.9","43.5","47.3","49.8","58.5","60.7",
"여자","I. 숙박 및 음식점업","계","취업자 (천명)","","1275.3","1300","1296.9","1361.5","1346.3","1396.4","1387.5","1440.5","1408.3","1419.2","1417.3","1392.7","1437","1433.4","1269.7","1290.9","1286.1",
"여자","I. 숙박 및 음식점업","1. 관리자","취업자 (천명)","","5.9","6.6","2.3","3.3","1.7","3.8","2.9","2.4","2.6","1.9","1.6","4.5","4.9","4","3.5","5.7","3",
"여자","I. 숙박 및 음식점업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","I. 숙박 및 음식점업","2. 전문가 및 관련 종사자","취업자 (천명)","","8.7","9.2","7.4","8.7","9.6","9.6","10.4","11.5","10","10.7","9.9","9.4","9.1","8","8","7.2","10.3",
"여자","I. 숙박 및 음식점업","3. 사무 종사자","취업자 (천명)","","16.5","15.7","16.5","17.2","18.6","17.9","20.6","18.3","19.2","17.8","15.7","17.9","16.9","16.1","14.7","15.3","15.6",
"여자","I. 숙박 및 음식점업","4. 서비스 종사자","취업자 (천명)","","873.7","887.3","899.6","916.1","887.1","948.2","913.8","973.2","947.4","946.4","973.3","948.7","957.4","967.8","860.8","870.4","851.3",
"여자","I. 숙박 및 음식점업","5. 판매 종사자","취업자 (천명)","","98.2","103.4","102.4","122.4","109.5","110.7","121.9","114.6","120.3","129.8","123","123.2","132.4","141.9","127.5","126.7","137.1",
"여자","I. 숙박 및 음식점업","6. 농림어업 숙련? 종사자","취업자 (천명)","","0","0","0","0","","","0","0","0","","0","0","","0","","","",
"여자","I. 숙박 및 음식점업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","","*","","","",
"여자","I. 숙박 및 음식점업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","8.8","9","8.6","9.3","10.9","10","11.4","11.1","13.6","17.3","18.1","15.1","15.9","17.9","18.4","17.6","19.7",
"여자","I. 숙박 및 음식점업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".6","0","0",".1",".6",".9","1.3",".7",".4",".1",".2",".1",".8",".8",".7",".2",".6",
"여자","I. 숙박 및 음식점업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","I. 숙박 및 음식점업","9. 단순노무 종사자","취업자 (천명)","","263","268.9","260.1","284.4","308.4","295.3","305.3","308.7","294.7","295.2","275.6","273.7","299.6","276.9","236","247.9","248.6",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","계","취업자 (천명)","","187.6","181.2","190.2","190.7","202.6","200.8","209.7","225.4","225.3","224.5","237.3","266.8","249.7","251.2","227","209.7","276.8",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","1. 관리자","취업자 (천명)","","1.5",".8",".6",".7",".9","1.1","1.3",".2",".7","1.2","1.5","1.4",".9","1",".8",".7","1",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","88.5","84.1","87.9","84.4","94.6","93.6","95.9","101.5","108.9","117.7","119.6","129.3","127.3","125.7","113.1","108.8","152.8",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","3. 사무 종사자","취업자 (천명)","","74.6","74.4","79.5","79.4","83.4","82.8","89.6","96.8","90.5","81.1","94.5","106.3","95.8","101.9","92.9","83.8","104.6",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","4. 서비스 종사자","취업자 (천명)","","1.1","1.8","1.6","1.1","1.5","1.1","2","1.5","1.7","1.3","1.6","2.2","1.7",".5",".8","1.1",".6",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","5. 판매 종사자","취업자 (천명)","","12.3","12.5","14","19","12.3","14.4","13.3","16.1","13.4","14.3","11.8","15.8","12.7","12.5","10.6","8.4","7.7",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","1.5",".6",".5",".5",".2",".4","",".7","1.7",".6",".8",".8",".8",".9",".9",".1",".1",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".6",".2",".4",".6",".8",".8","1.1",".8",".2",".8",".7",".4",".5",".4",".5",".8",".1",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","J. 출판, 영상, 방송통신 및 정보서비스업","9. 단순노무 종사자","취업자 (천명)","","7.6","6.7","5.6","5","8.9","6.5","6.5","7.9","8.1","7.5","6.9","10.6","10.1","8.4","7.3","6.1","9.9",
"여자","K. 금융 및 보험업","계","취업자 (천명)","","445","442.2","457.8","412.2","403.5","409.8","422.3","442.6","411.7","431","442.1","472.4","436.4","442.9","423.6","410.9","447.5",
"여자","K. 금융 및 보험업","1. 관리자","취업자 (천명)","","4.8","3.7","4.1","2.7","3.2","5","3.7","4.5","6.1","4.7","6","8.8","8.6","7.4","7.2","7.4","10.2",
"여자","K. 금융 및 보험업","2. 전문가 및 관련 종사자","취업자 (천명)","","14.9","13.8","15.8","10.3","10","11.4","12.8","11","10.6","16.7","13.7","19","15","16.3","15.1","13","14.7",
"여자","K. 금융 및 보험업","3. 사무 종사자","취업자 (천명)","","233.4","225","223.2","198.1","200.3","180.9","206.2","217.1","205.8","209.4","227.8","227.3","211.7","217.8","206.8","194.4","205.2",
"여자","K. 금융 및 보험업","4. 서비스 종사자","취업자 (천명)","","1.9","1.4","2.3","2.1","1.2","2.9","2.2","1.7","3","1.8",".7","1.7","1.1","1.1","1.3","1.2","1.4",
"여자","K. 금융 및 보험업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","K. 금융 및 보험업","5. 판매 종사자","취업자 (천명)","","184.6","191.6","207","196","185.3","205.7","193.6","204.6","182.2","195.3","190.2","211.6","196.3","196","189.8","190","211.1",
"여자","K. 금융 및 보험업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".2",".1","","","","","","","","","","","","","","","",
"여자","K. 금융 및 보험업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".1","0","0","0","","0",".2","0","","",".1",".4","0","0","0",".3","0",
"여자","K. 금융 및 보험업","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","K. 금융 및 보험업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","","0","","","0",".2","","","","","","","","","","","",
"여자","K. 금융 및 보험업","9. 단순노무 종사자","취업자 (천명)","","5.1","6.5","5.4","3.1","3.5","3.7","3.6","3.6","4.1","3.3","3.7","3.6","3.6","4.2","3.3","4.7","4.8",
"여자","K. 금융 및 보험업","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","","","","","","",
